"age_yrBP","depth_m","deuterium_permille","temp_anomaly_C"
"116704.37","1531.75","-399.1",-0.56
"116753.57","1532.3","-403.7",-1.32
"116804.58","1532.85","-406.1",-1.71
"116855.94","1533.4","-397.6",-0.3
"116904.74","1533.95","-400.6",-0.79
"116952.86","1534.5","-398.4",-0.43
"117001.11","1535.05","-401.8",-0.99
"117051.11","1535.6","-405.3",-1.56
"117101.81","1536.15","-395.6",0.04
"117149.32","1536.7","-399.3",-0.56
"117196.91","1537.25","-398.9",-0.5
"117244.86","1537.8","-399.3",-0.56
"117292.91","1538.35","-397.9",-0.32
"117340.07","1538.9","-393.9",0.34
"117384.73","1539.45","-400.2",-0.7
"117433.48","1540","-400.6",-0.76
"117482.46","1540.55","-397.2",-0.2
"117529.6","1541.1","-398.4",-0.39
"117577.12","1541.65","-398.3",-0.37
"117624.01","1542.2","-393.7",0.39
"117669.98","1542.75","-399.1",-0.5
"117717.28","1543.3","-399.2",-0.51
"117764.53","1543.85","-393.7",0.4
"117810.91","1544.4","-398.6",-0.41
"117857.32","1544.95","-395.6",0.09
"117904.65","1545.5","-401.4",-0.87
"117953.56","1546.05","-400.1",-0.65
"118000.96","1546.6","-387.8",1.38
"118043.83","1547.15","-391.8",0.73
"118086.67","1547.7","-389.3",1.14
"118128.98","1548.25","-395.9",0.05
"118175.21","1548.8","-401.7",-0.9
"118223.74","1549.35","-394.9",0.22
"118270.79","1549.9","-398.2",-0.32
"118318.5","1550.45","-400.5",-0.7
"118366.38","1551","-393.7",0.43
"118412.23","1551.55","-393.3",0.5
"118456.47","1552.1","-392.1",0.7
"118501.37","1552.65","-399.3",-0.49
"118548.55","1553.2","-395.4",0.16
"118595.22","1553.75","-396.9",-0.09
"118642.57","1554.3","-398.5",-0.35
"118690.68","1554.85","-396.8",-0.07
"118737.72","1555.4","-391.9",0.75
"118781.74","1555.95","-397.6",-0.19
"118828.58","1556.5","-394.7",0.29
"118874.35","1557.05","-394",0.41
"118918.47","1557.6","-388.4",1.33
"118962.13","1558.15","-395.5",0.16
"119005.29","1558.7","-386.8",1.6
"119047.93","1559.25","-393.1",0.56
"119091.66","1559.8","-392.8",0.61
"119136.02","1560.35","-394.6",0.32
"119181.62","1560.9","-395.4",0.19
"119227.3","1561.45","-392.2",0.72
"119272.07","1562","-394.9",0.28
"119317.42","1562.55","-394.8",0.3
"119362.53","1563.1","-391.4",0.87
"119407.94","1563.65","-398.7",-0.33
"119454.74","1564.2","-396",0.12
"119500.77","1564.75","-388.9",1.29
"119543.95","1565.3","-392.7",0.67
"119587.95","1565.85","-388.5",1.37
"119630.09","1566.4","-395.1",0.28
"119674.9","1566.95","-391.4",0.89
"119718.52","1567.5","-389.3",1.25
"119759.96","1568.05","-384.1",2.11
"119800.93","1568.6","-392.3",0.76
"119843.87","1569.15","-392.9",0.66
"119888.32","1569.7","-390.1",1.13
"119931.27","1570.25","-394.1",0.47
"119976.59","1570.8","-396.3",0.11
"120022.5","1571.35","-391.9",0.84
"120066.74","1571.9","-390.2",1.13
"120110.39","1572.45","-393.5",0.59
"120153.26","1573","-385.1",1.98
"120194.86","1573.55","-393.5",0.59
"120239.05","1574.1","-385.6",1.9
"120279.06","1574.65","-387.8",1.54
"120320.28","1575.2","-389.6",1.25
"120362.01","1575.75","-388.3",1.47
"120404.43","1576.3","-392.4",0.79
"120447.67","1576.85","-390.3",1.14
"120490.67","1577.4","-388.9",1.38
"120532.73","1577.95","-391.3",0.99
"120576.27","1578.5","-393",0.71
"120620.39","1579.05","-391.5",0.96
"120663.88","1579.6","-389.6",1.28
"120706.86","1580.15","-391.2",1.02
"120749.88","1580.7","-390.6",1.12
"120792.68","1581.25","-386.2",1.85
"120833.26","1581.8","-389.5",1.31
"120875.08","1582.35","-387.8",1.59
"120916.69","1582.9","-388.9",1.42
"120958.16","1583.45","-387.9",1.58
"120999.33","1584","-386.2",1.87
"121039.66","1584.55","-382.4",2.5
"121078.41","1585.1","-390.6",1.15
"121120.54","1585.65","-391",1.08
"121162.06","1586.2","-382.5",2.49
"121202.79","1586.75","-390.2",1.22
"121244.21","1587.3","-389.2",1.39
"121286.38","1587.85","-389.3",1.38
"121328.4","1588.4","-388.3",1.55
"121370.21","1588.95","-389.4",1.37
"121412.01","1589.5","-388.3",1.55
"121452.93","1590.05","-383.6",2.33
"121492.39","1590.6","-386.4",1.87
"121532.03","1591.15","-380.3",2.88
"121570.36","1591.7","-387.6",1.68
"121610.92","1592.25","-391.8",0.98
"121652.68","1592.8","-384.3",2.23
"121692.89","1593.35","-383.5",2.36
"121731.73","1593.9","-387.7",1.67
"121772.66","1594.45","-388.6",1.52
"121814.02","1595","-387.6",1.69
"121854.79","1595.55","-384.9",2.14
"121895.","1596.1","-389",1.46
"121936.65","1596.65","-395",0.47
"121982.32","1597.2","-390.4",1.24
"122025.35","1597.75","-388.8",1.5
"122067.89","1598.3","-391.3",1.09
"122110.19","1598.85","-387.6",1.71
"122152.42","1599.4","-390.5",1.23
"122194.82","1599.95","-387.1",1.8
"122237.1","1600.5","-385.5",2.06
"122276.7","1601.05","-384",2.31
"122316.39","1601.6","-387.6",1.72
"122355.65","1602.15","-381.6",2.71
"122394.68","1602.7","-384.8",2.18
"122435.44","1603.25","-390.3",1.28
"122477.89","1603.8","-388",1.66
"122519.14","1604.35","-386",1.99
"122559.87","1604.9","-387.6",1.73
"122600.6","1605.45","-387.3",1.78
"122641.44","1606","-385.6",2.06
"122681.26","1606.55","-384.7",2.21
"122720.76","1607.1","-385.6",2.06
"122760.91","1607.65","-388.1",1.65
"122801.","1608.2","-382.8",2.53
"122839.93","1608.75","-381.7",2.71
"122877.69","1609.3","-383.9",2.34
"122917.64","1609.85","-391.6",1.07
"122958.3","1610.4","-383.3",2.44
"122998.59","1610.95","-385.4",2.09
"123038.05","1611.5","-385.1",2.14
"123077.97","1612.05","-388.1",1.65
"123118.27","1612.6","-384",2.32
"123159.97","1613.15","-394.9",0.52
"123202.02","1613.7","-383.2",2.45
"123242.46","1614.25","-383.7",2.37
"123281.46","1614.8","-387.5",1.74
"123322.69","1615.35","-390.2",1.29
"123363.62","1615.9","-382.6",2.55
"123404.65","1616.45","-391.4",1.09
"123446.17","1617","-384.7",2.2
"123486.35","1617.55","-389",1.48
"123527.1","1618.1","-379.8",3.01
"123566.48","1618.65","-389",1.48
"123607.06","1619.2","-390.1",1.3
"123648.86","1619.75","-383.5",2.39
"123688.49","1620.3","-381.4",2.73
"123726.31","1620.85","-384",2.3
"123764.95","1621.4","-383.9",2.32
"123804.79","1621.95","-388.7",1.52
"123845.08","1622.5","-379",3.12
"123882.34","1623.05","-383.9",2.31
"123921.38","1623.6","-385.5",2.04
"123960.61","1624.15","-382.9",2.47
"124000.24","1624.7","-388",1.62
"124041.36","1625.25","-392.8",0.83
"124085.54","1625.8","-382.6",2.51
"124124.33","1626.35","-382.9",2.46
"124162.85","1626.9","-383.7",2.33
"124200.23","1627.45","-375",3.77
"124235.39","1628","-382.6",2.5
"124273.03","1628.55","-379.8",2.96
"124309.36","1629.1","-375.6",3.66
"124345.41","1629.65","-386",1.93
"124384.84","1630.2","-382.7",2.48
"124423.69","1630.75","-384.9",2.11
"124462.1","1631.3","-380",2.92
"124501.2","1631.85","-389.2",1.39
"124542.38","1632.4","-388.3",1.54
"124584.57","1632.95","-392.5",0.84
"124628.41","1633.5","-386.4",1.85
"124669.56","1634.05","-384.7",2.13
"124710.93","1634.6","-392.3",0.87
"124754.38","1635.15","-393.9",0.6
"124799.05","1635.7","-387.2",1.71
"124841.17","1636.25","-384.8",2.1
"124880.67","1636.8","-381",2.73
"124919.81","1637.35","-388",1.57
"124959.57","1637.9","-384",2.23
"125000.62","1638.45","-390.7",1.11
"125043.48","1639","-392.5",0.81
"125088.23","1639.55","-385",2.05
"125129.01","1640.1","-391.8",0.92
"125172.35","1640.65","-389.7",1.27
"125214.9","1641.2","-385.2",2.01
"125256.18","1641.75","-386.8",1.74
"125297.26","1642.3","-388.6",1.44
"125339.46","1642.85","-391.5",0.96
"125383.32","1643.4","-385.8",1.9
"125424.47","1643.95","-387.1",1.68
"125465.25","1644.5","-385",2.03
"125505.55","1645.05","-385.2",1.99
"125545.83","1645.6","-390.3",1.14
"125588.8","1646.15","-389.5",1.27
"125631.79","1646.7","-389.1",1.33
"125674.44","1647.25","-388.1",1.5
"125717.17","1647.8","-390.6",1.08
"125759.85","1648.35","-387.3",1.62
"125803.1","1648.9","-393.5",0.59
"125848.23","1649.45","-395.8",0.21
"125894.48","1650","-384.4",2.09
"125935.34","1650.55","-388.6",1.39
"125977.98","1651.1","-390.5",1.08
"126021.5","1651.65","-390.3",1.11
"126063.77","1652.2","-383.2",2.28
"126105.76","1652.75","-392.2",0.79
"126148.1","1653.3","-384",2.14
"126188.9","1653.85","-391.8",0.84
"126233.47","1654.4","-391.4",0.91
"126276.93","1654.95","-384.4",2.06
"126317.73","1655.5","-384.4",2.06
"126359.44","1656.05","-394.2",0.43
"126403.33","1656.6","-390.1",1.11
"126448.19","1657.15","-394.8",0.33
"126494.47","1657.7","-393.8",0.49
"126540.62","1658.25","-388.7",1.33
"126583.49","1658.8","-389.7",1.16
"126626.23","1659.35","-386",1.77
"126667.51","1659.9","-385.1",1.91
"126708.47","1660.45","-387.6",1.5
"126749.21","1661","-382.2",2.39
"126788.54","1661.55","-380.9",2.6
"126826.68","1662.1","-383.6",2.14
"126865.56","1662.65","-382.7",2.29
"126903.68","1663.2","-377.1",3.21
"126940.33","1663.75","-381.2",2.53
"126977.69","1664.3","-377.2",3.18
"127015.08","1664.85","-383.5",2.14
"127052.56","1665.4","-379.5",2.79
"127090.17","1665.95","-377",3.2
"127126.25","1666.5","-380.3",2.65
"127164.15","1667.05","-384.8",1.9
"127203.22","1667.6","-383.2",2.16
"127242.68","1668.15","-382.6",2.25
"127281.38","1668.7","-380.4",2.61
"127318.88","1669.25","-378.9",2.86
"127357.12","1669.8","-386.1",1.66
"127396.72","1670.35","-384.7",1.89
"127437.05","1670.9","-383.5",2.08
"127475.67","1671.45","-378",2.98
"127512.26","1672","-375.9",3.33
"127548.32","1672.55","-381.2",2.44
"127585.74","1673.1","-379.2",2.77
"127622.48","1673.65","-378.1",2.95
"127659.96","1674.2","-383.5",2.04
"127697.8","1674.75","-378",2.95
"127734.85","1675.3","-374.1",3.59
"127773.32","1675.85","-376.1",3.25
"127810.37","1676.4","-378.7",2.81
"127845.65","1676.95","-369.1",4.4
"127878.51","1677.5","-375.3",3.36
"127912.61","1678.05","-371.8",3.93
"127946.63","1678.6","-369.4",4.32
"127979.1","1679.15","-368.7",4.43
"128012.79","1679.7","-375.1",3.36
"128046.58","1680.25","-371.4",3.97
"128079.42","1680.8","-376",3.2
"128112.85","1681.35","-374.3",3.47
"128146.77","1681.9","-375.5",3.26
"128181.64","1682.45","-368.7",4.38
"128215.27","1683","-379.6",2.56
"128249.14","1683.55","-366.1",4.79
"128284.42","1684.1","-370.8",4
"128317.01","1684.65","-377.4",2.9
"128348.9","1685.2","-370.2",4.08
"128380.27","1685.75","-373.9",3.46
"128411.51","1686.3","-365.8",4.79
"128442.71","1686.85","-366.2",4.71
"128474.04","1687.4","-370.1",4.06
"128505.51","1687.95","-365.2",4.86
"128537.06","1688.5","-371.3",3.84
"128567.3","1689.05","-375.7",3.1
"128598.18","1689.6","-372.2",3.66
"128630.84","1690.15","-365",4.84
"128662.31","1690.7","-361.2",5.46
"128693.61","1691.25","-370.2",3.96
"128726.07","1691.8","-373.9",3.34
"128758.58","1692.35","-368",4.3
"128791.02","1692.9","-366.2",4.59
"128822.28","1693.45","-366.6",4.51
"128854.98","1694","-374.7",3.16
"128889.16","1694.55","-370.8",3.79
"128921.88","1695.1","-370.2",3.88
"128955.81","1695.65","-379.4",2.35
"128990.86","1696.2","-372.3",3.52
"129024.48","1696.75","-371.4",3.66
"129057.61","1697.3","-365.6",4.61
"129090.45","1697.85","-373",3.38
"129124.66","1698.4","-374.5",3.12
"129158.12","1698.95","-368.6",4.09
"129191.06","1699.5","-370.3",3.8
"129223.7","1700.05","-370.4",3.77
"129255.54","1700.6","-365.6",4.56
"129286.76","1701.15","-377.1",2.65
"129322.67","1701.7","-375",2.98
"129358.32","1702.25","-375.6",2.88
"129393.26","1702.8","-366.6",4.35
"129425.21","1703.35","-372.1",3.44
"129458.6","1703.9","-374.3",3.06
"129492.83","1704.45","-370",3.77
"129525.97","1705","-373",3.26
"129559.68","1705.55","-372.6",3.32
"129593.65","1706.1","-371.7",3.46
"129627.24","1706.65","-372.2",3.37
"129661.29","1707.2","-373.9",3.08
"129696.28","1707.75","-380.8",1.93
"129734.17","1708.3","-377.8",2.42
"129769.73","1708.85","-370",3.7
"129804.18","1709.4","-372.3",3.31
"129837.7","1709.95","-374.6",2.92
"129872.62","1710.5","-373.6",3.08
"129907.08","1711.05","-371.9",3.35
"129941.25","1711.6","-378.1",2.31
"129977.17","1712.15","-375.6",2.72
"130013.2","1712.7","-374.4",2.91
"130048.76","1713.25","-371.4",3.39
"130083.05","1713.8","-382.4",1.57
"130121.55","1714.35","-379",2.12
"130158.45","1714.9","-374.7",2.82
"130193.95","1715.45","-378.5",2.19
"130231.13","1716","-380.1",1.91
"130268.49","1716.55","-375.8",2.61
"130305.08","1717.1","-374.9",2.75
"130340.94","1717.65","-381.4",1.67
"130380.","1718.2","-381.5",1.64
"130417.49","1718.75","-371.7",3.25
"130455.67","1719.3","-386.7",0.77
"130495.66","1719.85","-384.4",1.14
"130536.9","1720.4","-378.2",2.15
"130575.08","1720.95","-381.8",1.55
"130614.38","1721.5","-383",1.34
"130654.97","1722.05","-385.7",0.89
"130696.53","1722.6","-384.7",1.04
"130738.14","1723.15","-384.9",1
"130779.9","1723.7","-386",0.81
"130822.06","1724.25","-385.4",0.9
"130865.42","1724.8","-391.9",-0.18
"130909.95","1725.35","-388.2",0.42
"130954.36","1725.9","-386.9",0.63
"130997.77","1726.45","-387.9",0.46
"131041.42","1727","-388.2",0.4
"131085.27","1727.55","-385.9",0.77
"131128.16","1728.1","-388.4",0.35
"131172.68","1728.65","-392.4",-0.32
"131218.58","1729.2","-388",0.4
"131263.85","1729.75","-387.4",0.49
"131308.35","1730.3","-389.9",0.07
"131352.51","1730.85","-385.7",0.75
"131396.18","1731.4","-391.6",-0.23
"131442.16","1731.95","-390.9",-0.12
"131488.38","1732.5","-400.2",-1.67
"131541.49","1733.05","-397.1",-1.17
"131592.3","1733.6","-394.2",-0.69
"131641.15","1734.15","-396.8",-1.13
"131691.68","1734.7","-396.5",-1.09
"131742.29","1735.25","-399.5",-1.59
"131794.98","1735.8","-399",-1.52
"131847.68","1736.35","-400.4",-1.76
"131901.23","1736.9","-400.5",-1.78
"131954.6","1737.45","-398",-1.38
"132008.43","1738","-406.9",-2.85
"132065.99","1738.55","-405.3",-2.6
"132123.28","1739.1","-398.7",-1.52
"132176.91","1739.65","-399.5",-1.66
"132229.66","1740.2","-397.5",-1.33
"132281.8","1740.75","-402.1",-2.1
"132336.8","1741.3","-403.4",-2.32
"132393.3","1741.85","-403.1",-2.28
"132449.76","1742.4","-408.3",-3.15
"132506.5","1742.95","-402.1",-2.13
"132563.55","1743.5","-408.2",-3.14
"132623.91","1744.05","-408.9",-3.27
"132687.15","1744.6","-405.6",-2.73
"132746.49","1745.15","-410",-3.46
"132808.79","1745.7","-408.8",-3.27
"132871.34","1746.25","-411.6",-3.74
"132935.42","1746.8","-410.4",-3.55
"132999.57","1747.35","-415.2",-4.35
"133067.17","1747.9","-413.8",-4.13
"133133.98","1748.45","-407.1",-3.03
"133194.97","1749","-408.2",-3.21
"133258.03","1749.55","-417.2",-4.71
"133327.2","1750.1","-417",-4.68
"133397.13","1750.65","-410.2",-3.57
"133461.26","1751.2","-406.7",-2.99
"133524.19","1751.75","-410.9",-3.7
"133588.27","1752.3","-415.6",-4.48
"133657.97","1752.85","-417.5",-4.8
"133729.47","1753.4","-420.6",-5.32
"133802.56","1753.95","-410.5",-3.66
"133869.86","1754.5","-418.7",-5.02
"133941.3","1755.05","-417.6",-4.84
"134013.56","1755.6","-419.6",-5.18
"134087.38","1756.15","-422.7",-5.7
"134163.98","1756.7","-416.3",-4.65
"134235.94","1757.25","-422.1",-5.61
"134312.91","1757.8","-421.3",-5.48
"134389.48","1758.35","-421.2",-5.47
"134466.33","1758.9","-423.7",-5.89
"134545.25","1759.45","-423",-5.79
"134623.97","1760","-422.8",-5.76
"134703.02","1760.55","-426.1",-6.31
"134785.16","1761.1","-424.6",-6.07
"134866.4","1761.65","-425.9",-6.29
"134949.22","1762.2","-429.4",-6.88
"135036.17","1762.75","-438.2",-8.34
"135124.21","1763.3","-430",-6.99
"135213.35","1763.85","-434",-7.66
"135306.88","1764.4","-434.6",-7.77
"135401.93","1764.95","-434.3",-7.73
"135496.88","1765.5","-434.7",-7.8
"135592.54","1766.05","-430.7",-7.15
"135691.1","1766.6","-428.7",-6.83
"135779.35","1767.15","-435.8",-8.01
"135875.63","1767.7","-432.5",-7.47
"135967.96","1768.25","-426.8",-6.54
"136055.32","1768.8","-431.9",-7.39
"136147.36","1769.35","-437.9",-8.39
"136247.78","1769.9","-434.8",-7.89
"136345.2","1770.45","-438.3",-8.48
"136447.4","1771","-439.8",-8.73
"136552.17","1771.55","-440",-8.77
"136656.1","1772.1","-436.9",-8.27
"136751.8","1772.65","-438.3",-8.51
"136853.41","1773.2","-435.9",-8.12
"136953.35","1773.75","-437.9",-8.46
"137055.78","1774.3","-439.2",-8.68
"137158.86","1774.85","-431.6",-7.44
"137253.47","1775.4","-431.7",-7.46
"137347.4","1775.95","-436.6",-8.28
"137447.74","1776.5","-435.5",-8.11
"137547.29","1777.05","-433.4",-7.77
"137646.82","1777.6","-436.9",-8.35
"137743.42","1778.15","-438.3",-8.59
"137847.03","1778.7","-435.8",-8.19
"137947.48","1779.25","-433.2",-7.77
"138046.02","1779.8","-436.6",-8.33
"138147.46","1780.35","-434.9",-8.06
"138247.23","1780.9","-437.5",-8.49
"138350.5","1781.45","-437.7",-8.53
"138453.82","1782","-434",-7.93
"138553.56","1782.55","-439.6",-8.85
"138659.46","1783.1","-440.5",-9.01
"138763.28","1783.65","-439.1",-8.78
"138870.26","1784.2","-443",-9.43
"138982.88","1784.75","-440.8",-9.07
"139092.83","1785.3","-440",-8.94
"139201.45","1785.85","-442.3",-9.32
"139310.05","1786.4","-438.9",-8.77
"139416.94","1786.95","-437.5",-8.54
"139521.96","1787.5","-437.6",-8.57
"139627.19","1788.05","-439.3",-8.85
"139734.99","1788.6","-441",-9.14
"139845.5","1789.15","-437",-8.48
"139950.77","1789.7","-440.9",-9.13
"140059.96","1790.25","-434.1",-8.01
"140162.58","1790.8","-441.2",-9.19
"140272.88","1791.35","-440.7",-9.11
"140383.65","1791.9","-436.8",-8.47
"140488.48","1792.45","-435.3",-8.22
"140590.87","1793","-440.4",-9.06
"140701.09","1793.55","-438",-8.67
"140808.61","1794.1","-440.1",-9.02
"140918.76","1794.65","-440.8",-9.13
"141030.36","1795.2","-441",-9.17
"141142.36","1795.75","-438.5",-8.76
"141250.49","1796.3","-439",-8.84
"141358.75","1796.85","-436.2",-8.38
"141464.06","1797.4","-438.8",-8.81
"141572.75","1797.95","-442",-9.33
"141686.05","1798.5","-433.9",-8
"141787.25","1799.05","-433.6",-7.95
"141887.69","1799.6","-437",-8.51
"141993.29","1800.15","-432.8",-7.82
"142093.02","1800.7","-436.4",-8.42
"142198.1","1801.25","-438.6",-8.78
"142307.17","1801.8","-441.7",-9.29
"142420.06","1802.35","-437.6",-8.61
"142528.09","1802.9","-438.2",-8.71
"142636.14","1803.45","-434.8",-8.15
"142739.05","1804","-435.5",-8.27
"142842.79","1804.55","-431.8",-7.66
"142941.32","1805.1","-435.3",-8.23
"143045.28","1805.65","-439.4",-8.91
"143155.51","1806.2","-439",-8.84
"143265.85","1806.75","-440.2",-9.04
"143376.92","1807.3","-434.1",-8.04
"143479.47","1807.85","-430.8",-7.5
"143577.68","1808.4","-437",-8.51
"143683.99","1808.95","-440.6",-9.1
"143796.41","1809.5","-436",-8.35
"143902.93","1810.05","-440.5",-9.09
"144015.04","1810.6","-439.2",-8.87
"144125.39","1811.15","-434.3",-8.07
"144228.57","1811.7","-431.7",-7.64
"144328.15","1812.25","-435.7",-8.3
"144432.8","1812.8","-436",-8.34
"144538.46","1813.35","-436.8",-8.47
"144645.23","1813.9","-433.5",-7.93
"144747.64","1814.45","-436.8",-8.47
"144854.23","1815","-435.6",-8.27
"144959.24","1815.55","-433.4",-7.91
"145062.6","1816.1","-439.8",-8.96
"145173.","1816.65","-435.3",-8.22
"145278.53","1817.2","-434.6",-8.1
"145382.28","1817.75","-433.5",-7.92
"145484.73","1818.3","-440",-8.99
"145596.97","1818.85","-436.4",-8.39
"145704.63","1819.4","-438.9",-8.8
"145815.93","1819.95","-441.9",-9.29
"145931.56","1820.5","-439",-8.82
"146042.8","1821.05","-430.3",-7.38
"146140.73","1821.6","-434.6",-8.09
"146244.91","1822.15","-437",-8.48
"146352.7","1822.7","-436.1",-8.33
"146459.11","1823.25","-433.9",-7.97
"146562.89","1823.8","-435.2",-8.18
"146664.92","1824.35","-426.9",-6.82
"146753.33","1824.9","-436.1",-8.33
"146857.01","1825.45","-432",-7.65
"146958.27","1826","-433.5",-7.9
"147060.22","1826.55","-431.3",-7.54
"147160.69","1827.1","-435.7",-8.26
"147266.55","1827.65","-437.9",-8.62
"147376.29","1828.2","-438.9",-8.78
"147487.93","1828.75","-439.5",-8.87
"147600.45","1829.3","-437.2",-8.49
"147710.05","1829.85","-439.1",-8.8
"147821.11","1830.4","-434.7",-8.07
"147926.04","1830.95","-430.2",-7.33
"148024.48","1831.5","-430.3",-7.35
"148123.27","1832.05","-435.5",-8.2
"148227.97","1832.6","-432.2",-7.66
"148327.01","1833.15","-429.1",-7.15
"148424.23","1833.7","-433.9",-7.94
"148527.38","1834.25","-435.2",-8.15
"148633.21","1834.8","-436.6",-8.38
"148741.38","1835.35","-436.2",-8.31
"148848.56","1835.9","-432.2",-7.65
"148950.67","1836.45","-435.2",-8.14
"149056.53","1837","-436.2",-8.31
"149163.91","1837.55","-434.9",-8.09
"149270.29","1838.1","-437.3",-8.49
"149379.13","1838.65","-433.5",-7.86
"149483.1","1839.2","-433.5",-7.86
"149586.36","1839.75","-427.7",-6.91
"149681.76","1840.3","-433.4",-7.84
"149784.28","1840.85","-427.8",-6.92
"149879.69","1841.4","-429.1",-7.14
"149976.26","1841.95","-428.3",-7
"150072.01","1842.5","-428",-6.96
"150167.3","1843.05","-427.8",-6.92
"150262.65","1843.6","-429.3",-7.17
"150359.52","1844.15","-428.5",-7.04
"150456.37","1844.7","-431.6",-7.55
"150556.77","1845.25","-431.6",-7.55
"150657.5","1845.8","-430.2",-7.31
"150756.83","1846.35","-431.5",-7.53
"150857.41","1846.9","-430.9",-7.43
"150957.8","1847.45","-432.3",-7.66
"151059.95","1848","-433",-7.77
"151162.85","1848.55","-430.9",-7.42
"151263.09","1849.1","-429.3",-7.16
"151362.24","1849.65","-435.1",-8.11
"151466.83","1850.2","-428.4",-7.01
"151565.24","1850.75","-432",-7.6
"151666.72","1851.3","-432.6",-7.7
"151769.62","1851.85","-432.3",-7.65
"151872.44","1852.4","-433",-7.76
"151976.19","1852.95","-433.3",-7.81
"152080.58","1853.5","-434",-7.93
"152185.98","1854.05","-432.1",-7.61
"152288.6","1854.6","-431",-7.43
"152389.48","1855.15","-432.4",-7.66
"152492.51","1855.7","-430.8",-7.4
"152593.06","1856.25","-429.4",-7.17
"152689.37","1856.8","-431.1",-7.45
"152790.71","1857.35","-435.3",-8.14
"152897.5","1857.9","-433.4",-7.83
"152991.1","1858.45","-433.7",-7.88
"153096.36","1859","-433.7",-7.88
"153202.22","1859.55","-434.9",-8.07
"153310.43","1860.1","-438.4",-8.65
"153422.81","1860.65","-433.9",-7.91
"153529.74","1861.2","-433.8",-7.89
"153635.79","1861.75","-432.29",-7.64
"153741.13","1862.3","-434.3",-7.97
"153848.38","1862.85","-436.7",-8.36
"153960.09","1863.4","-441.2",-9.1
"154078.44","1863.95","-440.6",-9
"154196.16","1864.5","-434.7",-8.03
"154304.79","1865.05","-435.7",-8.19
"154414.54","1865.6","-437.2",-8.43
"154526.69","1866.15","-438.4",-8.63
"154641.09","1866.7","-442.4",-9.28
"154762.49","1867.25","-440.9",-9.03
"154881.66","1867.8","-439",-8.72
"154997.75","1868.35","-441.3",-9.09
"155117.23","1868.9","-440.3",-8.93
"155235.39","1869.45","-437.6",-8.48
"155348.89","1870","-437.9",-8.53
"155463.6","1870.55","-442.3",-9.25
"155584.38","1871.1","-436.9",-8.36
"155697.02","1871.65","-437",-8.38
"155809.76","1872.2","-438.5",-8.62
"155925.","1872.75","-440.7",-8.99
"156044.35","1873.3","-446.4",-9.92
"156174.46","1873.85","-447.1",-10.03
"156306.11","1874.4","-444.34",-9.58
"156436.08","1874.95","-439.5",-8.78
"156553.92","1875.5","-440.6",-8.96
"156673.8","1876.05","-444.6",-9.61
"156799.4","1876.6","-438",-8.53
"156915.27","1877.15","-440.5",-8.94
"157031.77","1877.7","-439.5",-8.77
"157149.25","1878.25","-438.7",-8.64
"157266.61","1878.8","-444.1",-9.52
"157391.97","1879.35","-441.9",-9.16
"157513.31","1879.9","-436.5",-8.27
"157627.02","1880.45","-437.4",-8.41
"157741.52","1881","-439.85",-8.82
"157855.97","1881.55","-437.8",-8.48
"157971.5","1882.1","-441.2",-9.04
"158091.86","1882.65","-440.7",-8.95
"158192.98","1883.2","-441.1",-9.02
"158292.68","1883.75","-445.4",-9.73
"158396.62","1884.3","-441.4",-9.07
"158496.96","1884.85","-435.6",-8.11
"158607.08","1885.4","-434.4",-7.92
"158712.9","1885.95","-432.3",-7.57
"158813.38","1886.5","-430.6",-7.29
"158911.21","1887.05","-423.1",-6.06
"159010.3","1887.6","-425.9",-6.52
"159104.7","1888.15","-421.1",-5.74
"159200.15","1888.7","-427.9",-6.86
"159298.05","1889.25","-431.7",-7.49
"159386.75","1889.8","-428.7",-6.99
"159490.19","1890.35","-428.3",-6.93
"159588.11","1890.9","-430.5",-7.3
"159691.68","1891.45","-431",-7.38
"159795.89","1892","-432.17",-7.58
"159897.37","1892.55","-434.51",-7.96
"160002.24","1893.1","-431.46",-7.46
"160106.21","1893.65","-431.52",-7.47
"160208.88","1894.2","-430.99",-7.39
"160323.39","1894.75","-432.9",-7.7
"160432.21","1895.3","-432.1",-7.57
"160539.02","1895.85","-432.1",-7.57
"160643.55","1896.4","-435.7",-8.17
"160756.11","1896.95","-434.8",-8.02
"160867.92","1897.5","-435.3",-8.1
"160980.62","1898.05","-436.1",-8.23
"161097.39","1898.6","-434.7",-8
"161210.3","1899.15","-441",-9.04
"161329.57","1899.7","-440",-8.87
"161443.49","1900.25","-435.5",-8.13
"161558.41","1900.8","-430.1",-7.24
"161662.78","1901.35","-428.2",-6.93
"161763.84","1901.9","-431.9",-7.54
"161876.68","1902.45","-427",-6.73
"161974.2","1903","-426.3",-6.62
"162076.83","1903.55","-424.9",-6.39
"162177.84","1904.1","-425.4",-6.47
"162277.77","1904.65","-423.8",-6.21
"162375.33","1905.2","-428",-6.91
"162475.81","1905.75","-423.49",-6.17
"162570.","1906.3","-430.5",-7.32
"162671.68","1906.85","-433.5",-7.82
"162774.87","1907.4","-427.5",-6.83
"162877.02","1907.95","-428.3",-6.97
"162979.02","1908.5","-427.8",-6.88
"163080.44","1909.05","-428",-6.92
"163182.4","1909.6","-431.2",-7.45
"163289.11","1910.15","-429.2",-7.12
"163393.18","1910.7","-438.1",-8.58
"163505.99","1911.25","-437.7",-8.52
"163622.8","1911.8","-430.9",-7.4
